,Nombre Hotel,Comentario,Sentimiento,Sentimiento_VADER
306,palmer,"¡Oh mi! ¡Más parecido a un museo húmedo que a un hotel de cuatro estrellas! Leí tantas críticas sobre este hotel que estaba segura de que mi esposo y yo no nos decepcionaríamos si pasáramos nuestro décimo aniversario de bodas en el corazón de Chicago en un hotel tan lujoso. Todas las críticas sonaron geniales, así que me siento incómodo al escribir esto, pero tengo que ser justo: este lugar fue una gran decepción. Si bien la ubicación es excelente, las imágenes en línea deben haber sido tomadas hace más de 10 años porque toda la decoración cuando la visitamos parecía muy vieja y descolorida. Noté suciedad por todas partes: la tela de los muebles estaba manchada, los zócalos y la madera estaban rayados y sucios y parecía haber un olor a moho que impregnaba todo el hotel. A pesar de que la comida era excelente, la ropa de cama, la cristalería y los cubiertos no brillaban; de alguna manera ayudó que las velas estuvieran encendidas, así que no me concentré demasiado en lo triste y descolorido que estaba el comedor. ¡No me di cuenta de que experimentar la historia significaría hospedarme en un hotel que vive en el pasado! Este era apenas un hotel de dos estrellas y no recomiendo alojarse aquí en absoluto.",NEUTRAL,NEGATIVO
307,palmer,"Hace poco me alojé en el Palmer House Hilton durante un viaje de negocios a Chicago. Haré todo lo posible para asegurarme de que los futuros empleados de mi empresa tengan que quedarse aquí. Cuando se hizo la reserva, se organizó un check-in temprano; debido a los arreglos de viaje, mi compañero de viaje y yo íbamos a llegar a la ciudad en las primeras horas de la mañana. Habíamos concertado un check-in temprano sin tener que pagar la noche anterior. No hubo ningún problema cuando acordamos esto y por eso asumimos que estaría bien. Cuando llegamos allí, sin embargo, no había habitaciones disponibles para nosotros durante horas y se negaron a guardar nuestras maletas. Nos obligaron a cambiarnos de ropa y lavarnos en los baños públicos del edificio de oficinas donde tuvo lugar nuestra primera reunión, y a llevar nuestras maletas con nosotros. Ofrecieron disculpas poco sinceras y no se ofrecieron a compensarnos en nada por las molestias. El resto de la estancia (una noche) no fue nada digno de alabar. ¿Supongo que no tener errores contaría como positivo? Definitivamente nunca recomendaría que nadie se quede aquí.",NEUTRAL,NEGATIVO
308,palmer,"La Palmer House de Chicago me decepcionó. Lo elegí porque es un hotel Hilton, pero definitivamente no está a la altura del estándar que marca este nombre. Mi primera impresión fue negativa cuando me recibió un personal bastante grosero. Mi habitación podría haber sido lujosa hace años, pero la impresión general era que no la habían limpiado con regularidad y le vendría bien un poco de renovación. El baño era obviamente nuevo, pero la ducha era difícil de usar y la presión del agua era absolutamente horrible. La comida servida por el servicio de habitaciones y en el restaurante del hotel sonaba deliciosa en los menús cuidadosamente elaborados, y los altos precios me hicieron esperar una cocina delicada. La comida simplemente no cumplió sus promesas. Todo sabía muy soso y las porciones eran ridículamente pequeñas. La ubicación del hotel puede parecer una ventaja, ya que está en el centro de Chicago, cerca de muchas atracciones turísticas: sin embargo, las ventanas de mi habitación no me protegían del ruido constante de los coches que pasaban. En general, este hotel sería decente si no se anunciara como un hotel de lujo y no usara el nombre y el rango de precios de Hilton.",NEGATIVO,NEGATIVO
309,palmer,"La familia Hilton se indignaría después de enterarse de una estadía reciente (es decir, una pesadilla) en el Palmer House Hilton. Llegué 3 días antes de la feria de la Asociación Nacional de Restaurantes con la esperanza de ganarle a la multitud y prepararme para una larga semana de ferias comerciales. Cuando llegué, el secretario me saludó o realmente me gruñó. Esta señora (si realmente se puede llamar así a esta bestia) fue agresiva y grosera desde el principio. Ella hizo un comentario sarcástico sobre la cantidad de bolsas que tenía y a partir de ahí todo fue cuesta abajo. Mi reserva garantizada y confirmada había sido cancelada misteriosamente y ella indicó que fui yo quien se comunicó con su centro de llamadas para solicitar una cancelación. Le informé a ""Brenda"" que nunca había cancelado mi reserva. Originalmente habíamos reservado 2 habitaciones (una para mí y otra para un colega) y mi colega cambió su reserva para venir un día después. Ella resopló y resopló y finalmente dijo, oh, está bien, lo leí mal pero no tenemos una habitación para ti. Mi habitación había sido cedida a otra persona que había llegado ese mismo día. Como miembro de Hilton Honors y alguien que gasta mucho dinero en esta cadena, estaba furioso. Ella dijo que tal vez alguien más me había encontrado una habitación en otro hotel y que esperara mientras ella verificaba. Salió de la recepción y estuvo ausente durante casi 20 minutos, regresando con una sonrisa en su rostro. Ella me informó que tenía que tomar una decisión y que ambas no serían satisfactorias al 100%. La primera opción era quedarme en un hotel fuera del centro de Chicago, más cerca del aeropuerto o podría ir con otra habitación que tenían, una más pequeña para fumadores con el potencial pero la promesa de una mejora en 3 o 4 días. Me sentí indignado. No, lo siento y ciertamente las opciones eran horribles. Terminé tomando la sala de fumadores donde apenas pasé tiempo debido al fuerte olor a cigarrillo. Además, no hubo ninguna mejora durante mi estancia allí. No me ofrecieron nada para compensar mis problemas, su error ni el gerente del hotel se molestó en devolverme la llamada. El resultado neto: NUNCA volveré a alojarme en este hotel y estoy pensando en destruir mi tarjeta Hilton Honors. No cometa el error de negociar con esta propiedad. Lo lamentarás muchísimo. Gracias por leer todo esto. Con suerte, ayudará a alguien antes de reservar en este hotel de broma.",NEUTRAL,NEGATIVO
310,palmer,"Habiendo viajado a Chicago por negocios una vez antes, tenía muchas ganas de pasar unas vacaciones en la ciudad y quería tener el mejor alojamiento para mi viaje. Después de investigar un poco, decidí que el Palmer House Hilton parecía el lugar perfecto para hospedarme. Y, en cierto modo, fue perfecto... perfectamente horrible. Después de leer algunas críticas positivas y visitar el sitio web del hotel, esperaba una habitación de lujo que estuviera un nivel por encima de lo común. Sin embargo, mi habitación estándar, que el sitio web del hotel describe como ""de lujo"", era muy sosa y genérica y me recordaba a las habitaciones en las que me había alojado en hoteles de cadenas económicas, no a hoteles históricos más caros, como este. La alfombra parecía sucia, por lo que tenía que usar zapatos o pantuflas cada vez que caminaba sobre ella y había un hueco en las cortinas que hacía imposible bloquear la luz del sol por la mañana, o la horrenda vista de una pared de ladrillos que Tuve desde mi ventana. Además, el lavabo del baño goteaba constantemente y era una molestia durante toda la noche. Todo costaba más, incluido el gimnasio, la piscina y el spa, y los precios del restaurante eran exorbitantes. Este hotel es demasiado caro, sobrevalorado y definitivamente insatisfactorio. No se lo recomendaría ni a mi peor enemigo.",NEGATIVO,POSITIVO
311,palmer,"Mi marido, mi hijo de tres años y yo llegamos al Palmer House Hilton el viernes pasado para pasar un fin de semana. El hotel parecía elegante en línea, pero incluía información que también indicaba que era apto para niños. En el check in, el personal tenía frío y parecía bastante molesto por el hijo que simplemente saludaba y preguntaba el nombre de la persona que nos ayudaba. Un ascensor estaba roto y tuvimos que esperar mucho para llegar al otro ascensor. El pasillo parecía un poco sucio cuando nos dirigimos a nuestra habitación. La habitación era decente. No es de lujo como indicaba su sitio web, pero era cómodo y la vista era buena. Tuvimos un largo día de turismo y juego el sábado. Como mi hijo estaba cansado, decidimos regresar a nuestra habitación y tener servicio de habitaciones para la cena. No había menú infantil en el servicio de habitaciones. Sólo para el restaurante del que salió el servicio de habitaciones de la misma cocina, ¿qué??? Pedimos una comida para adultos. La comida llegó una hora más tarde, fría y poco atractiva. Pero lo hicimos porque no podíamos esperar una hora más. Aunque el hotel parece precioso. El servicio no fue muy bueno. La mayor parte del personal era frío y presumido. Excepto el personal de limpieza que fue muy amable. Puede que esté bien para una pareja o un viajero de negocios, pero no te quedes con niños. Un motel confortable podría ser mejor.",NEUTRAL,NEGATIVO
312,palmer,"Al entrar a mi habitación de hotel en The Palmer House Hilton, inmediatamente levanté la nariz ante un mal olor que salía del baño. Después de colocar mis maletas en una cama mal hecha, entré al baño y descubrí que el último visitante no había tirado de la cadena. Inmediatamente llamé al servicio de habitaciones y pedí una nueva habitación. Se disculparon y me dijeron que no había otras habitaciones disponibles, pero que enviarían a alguien para que se encargara del desorden. Después de aproximadamente media hora de espera, una criada muy enojada llamó a mi puerta. Parecía muy irritada por tener que lidiar con el desastre y me miró como si yo debería haber sido quien se ocupara de ello. Después de limpiar la habitación, se volvió hacia mí como si me pidiera una propina. Dudé y ella salió furiosa de la habitación. Pensé que todo iría mejor y traté de relajarme con un iPod. Sí, puedes usar tu iPod en la habitación, sin embargo, lo que no mencionan es el ruido blanco constante porque las señales son muy pobres. Y nada se puede comparar con el control remoto de calefacción y aire. Cuando pude hacer funcionar los botones del control remoto, la temperatura pareció cambiar por sí sola. Si quisiera aire caliente, poco a poco se enfriaría y viceversa. Después de renunciar a un bonito programa de televisión, decidí retirarme a la cama. ¿Sábanas egipcias? ¡Bien! Todo lo que puedo decir es que me encontré temprano para hacer el check out y en un nuevo hotel dentro de la siguiente hora. Si valoras tu espalda, no alquiles una habitación en este hotel.",NEUTRAL,NEGATIVO
313,palmer,"¡Las imágenes de este sitio web son engañosas! ¡En la vida real, el Palmer House Hilton no es tan bonito como parece! El personal de limpieza todavía estaba allí cuando llegamos a nuestra habitación y nos hicieron esperar afuera mientras todavía estaban limpiando. Ahora bien, admito que fueron solo 15 minutos y que a veces los invitados pueden ensuciarse, pero pensé que esa era la única cosa rara que tendría que soportar en ese viaje. ¡No lo fue! Nos cobraron una tarifa de mini bar cuando ni siquiera bebemos, ¡nadie nos dijo que tendríamos que pagar por el licor de todos modos! Tampoco nos recibieron nuestras llamadas de atención a tiempo, por lo que perdimos nuestro autobús turístico y casi un día entero de nuestro viaje. ¡Tuvimos que gastar $50 dólares extra en tarifas de taxi solo para poder ver la ciudad de la manera que habíamos planeado! ¡Y luego no fue tan bueno porque el guía turístico no estaba allí y nos perdimos! Mi esposo perdió la llave de nuestra habitación en un momento de este viaje y el escritorio le costó conseguir una nueva. ¡Fue terrible! ¡Ciertamente no me quedaré aquí otra vez!",NEGATIVO,NEGATIVO
314,palmer,"Aunque la arquitectura del hotel es pintoresca, eso es lo único positivo de este terrible hotel. Los servicios a los huéspedes eran, en el mejor de los casos, inútiles y los restaurantes internos eran insalubres y de mal gusto. Y en cuanto a las habitaciones, pequeñas, estrechas, y parecía que las sábanas no las habían limpiado en los últimos 5 años. Mi estadía aquí fue desagradable y nunca tengo la intención de regresar, excepto para pedir que me devuelvan mi dinero.",NEGATIVO,POSITIVO
315,palmer,"En general, el hotel estaba bien. Aunque tuve un problema con el precio. Las adaptaciones mencionadas en el sitio web eran precisas (aparte del colchón supuestamente de lujo, ¡no era más cómodo que mi propio colchón!); ¡Pero este hotel no ofrece más que un hotel mucho más asequible! Existe una diferencia entre el lobby del Palmer House Hilton y el lobby normal y asequible. Pero no voy a un hotel porque tenga un lobby elegante; Voy a dormir bien por la noche. Cuando quiero hacer turismo, voy a otro lado. Como dije, en general, el hotel estuvo bien; pero no valió la pena el precio.",POSITIVO,POSITIVO
316,palmer,"No estuve satisfecho con mi reciente estancia en el Palmer House Hilton. Mi habitación no estaba lista a mi llegada y la habitación que me dieron no era la que había solicitado. Había solicitado una habitación con 2 camas tamaño queen en un piso inferior y no me la dieron. El aire acondicionado de mi habitación no funcionaba correctamente y no se podía apagar. La habitación tenía un olor a fragancia abrumador que hizo que mis senos nasales se alteraran. Me pregunté qué había pasado en la habitación antes de que la consiguiera para que el personal de limpieza usara tanto ambientador. No había portero disponible ni carrito así que tuve que cargar mis 3 maletas yo solo arrastrando 2 de ellas unos 20 pies y luego ir a buscar la otra para no perderlas de vista en ningún momento ya que contenían objetos valiosos e irremplazables. elementos. Afortunadamente, otro huésped vio mi situación y me ofreció ayuda. Mi habitación tenía evidencia de los ocupantes anteriores que habían sido abandonados y pasados ​​por alto por el personal de limpieza. Prometieron enviar a alguien para que se ocupara de los escombros y después de 3 llamadas a la recepción finalmente me di por vencido. Esperaba con ansias mi estadía allí, pero debo concluir que simplemente no estuvo a la altura de la publicidad y que tenía una mala relación calidad-precio por el dinero que gasté para quedarme allí.",NEUTRAL,NEGATIVO
317,palmer,"Nuestra visita empezó con el pie izquierdo cuando entramos al lobby luchando por cargar todo nuestro equipaje y, en lugar de ayudar, un grupo de empleados del hotel se quedó mirándonos y riéndose de nosotros. Tuvieron problemas para localizar nuestra reserva. ¡Nuestra habitación era pequeña! Cuando pago más de $400 por noche por una habitación, ¡espero poder caminar en ella! Las camas también eran pequeñas. Las paredes eran finas y podíamos oír a nuestros vecinos hablando al lado. Este hotel probablemente alguna vez fue hermoso y elegante, pero ahora parece estar anticuado y necesita reparaciones. No me alojaré aquí de nuevo.",NEUTRAL,POSITIVO
318,palmer,"Aunque es grandioso y tiene una marca, este hotel parece decepcionarme en ciertos aspectos. 1. El personal parecía presumido y arrogante. 2. La solicitud de mejora se cumplió solo después de solicitudes repetitivas. La habitación inicial era muy pequeña. 3. Por el precio pagado, esperaría una cafetera y, como mínimo, servicio gratuito de Internet que incluso los B&B habituales ofrecen. 4. Impondrán cargos por todos y cada uno de los elementos. Estafa completa. Otras cosas coincidían con la Grandeza. La limpieza y la ubicación eran buenas, pero el personal hizo que mi estancia fuera desagradable.",NEUTRAL,POSITIVO
319,palmer,"El Palmer House Hilton, si bien se ve bien en las fotografías y en el exterior, en realidad es un desastre de hotel. Cuando entré, el vestíbulo estaba sucio, mi habitación no había sido limpiada y olía a humo. Cuando pedí más almohadas, la señora que hablaba por teléfono se burló de mí y dijo que las enviaría. Tomó más de una hora para 2 almohadas. Este hotel es un buen ejemplo de que lo que pagas no siempre es lo que obtienes. Yo no voy a volver.",NEUTRAL,POSITIVO
320,sheraton,"El Sheraton Chicago Hotel and Towers es uno de los peores hoteles en los que me he alojado. Todo, desde el vestíbulo hasta el personal y la experiencia de la habitación, fue horrible. Cuando entré al vestíbulo, el vestíbulo olía a aves, similar a huevos podridos. El personal no fue mucho mejor, especialmente el servicio de habitaciones, donde me llevó más de 30 minutos solicitar más toallas. Los encargados del equipaje me brindaron un servicio grosero y, al realizar el check-in o el check-out, casi simplemente se niegan a brindarme el servicio. La habitación en la que me alojé estaba en mal estado y no se parecía en nada a las fotografías. Las ventanas estaban sucias y no podía ver nada fuera de la ventana. La habitación olía como si alguien la hubiera ensuciado y había hormigas arrastrándose sobre las mesas. Si tuviera que dar alguna sugerencia sobre este hotel, deberías evitarlo por completo. Incluso un motel barato tiene mejores estándares que este hotel.",NEGATIVO,NEGATIVO
321,sheraton,"El Sheraton Chicago Hotel and Towers fue un lugar fantástico donde alojarse. No hay nada malo en ello. Fue un gran valor. Las camas eran cómodas, las habitaciones eran bonitas y abiertas, y la piscina era genial. ¡La comida estuvo EXCELENTE! ¡A mi familia y a mí nos encantó quedarnos aquí! Se lo recomendaría a todos los que conozco.",NEUTRAL,NEUTRAL
322,sheraton,"Recientemente me alojé en el Sheraton Chicago Hotel and Towers y no hay manera de que regrese. El registro tomó mucho tiempo ya que había muchas personas que llegaban para una conferencia y solo un miembro del personal en el mostrador de recepción. Mi habitación en sí era apenas transitable: el baño parecía necesitar una buena limpieza y la habitación en sí parecía haber visto días mejores mucho antes de que yo estuviera aquí. Por el precio que estaba pagando, uno pensaría que permitirían el acceso a las instalaciones de entrenamiento, ¡pero querían un cargo exorbitante POR DÍA! Si a esto le sumamos la pequeña piscina y la ausencia de bañera de hidromasaje, no querrás pasar ningún tiempo aquí. Para colmo, la tasa de descuento prometida no se cumplió al final de mi estadía, ¡a pesar de que me aseguraron que todo estaba bien en el momento del check-in! Terminé discutiendo con el gerente al respecto cuando estaba haciendo el check out; como tenía que tomar un vuelo, no se logró ninguna resolución y, hasta el momento, todavía estoy esperando respuestas a mis llamadas y cartas. Chicago tiene hoteles mucho mejores para ofrecer y por el precio por noche que pagué, no valió la pena. Incluso los Shula no fueron suficientes para hacerme querer regresar aquí.",NEUTRAL,NEGATIVO
323,sheraton,"¡Qué hotel tan precioso! Desde el momento en que entramos, los colores cálidos del vestíbulo nos hicieron sentir bienvenidos en el Sheraton y en Chicago. Las camas celestiales hicieron que la vista desde nuestra habitación fuera mucho mejor y, para colmo, con excelentes restaurantes, ¡no se puede pedir más a un hotel! El café Starbucks en las habitaciones fue solo un toque extra que garantiza que volveremos cada vez que visitemos Chicago.",NEUTRAL,POSITIVO
324,sheraton,"Cuando mi hermana se casó el verano pasado, ¡nuestra estancia en el Hotel Sheraton fue encantadora! Billy, los niños y yo estábamos agotados después del largo vuelo desde San Francisco, así que ¡es bueno que hayamos encontrado el lugar perfecto para relajarnos! A los niños les encantaba la piscina cubierta, Billy no podía dejar de hablar del hermoso sendero para correr e incluso yo me mimé aprovechando la terapia de masajes antes del gran día. La cena de recepción en Shula's Steakhouse fue divertida y deliciosa. Definitivamente recomendaría este hotel a cualquiera que esté en Chicago para una visita prolongada.",NEUTRAL,NEUTRAL
325,sheraton,"Mi estadía en el Sheraton Chicago Hotel and Towers fue maravillosa, me quedé en la habitación tradicional y dormí bien, pude llegar bien descansado a mi reunión, ¡gracias Sheraton! -Poli",NEUTRAL,POSITIVO
326,sheraton,"Por el precio, uno pensaría que este sería un hotel de primera calidad, pero no estaba ni cerca. El servicio de check-in fue lento y antipático. La habitación era aún peor. Era pequeño, sucio y olía a humo de cigarrillo rancio, aunque había solicitado una habitación para no fumadores. La colcha de la cama estaba manchada, había pelos por todo el suelo del baño y la barra de la cortina casi se caía de la pared. Todo parecía cansado y necesitaba desesperadamente una remodelación. Tampoco me gustó tener que pagar por wifi, cuando otros hoteles premium lo ofrecen gratis. En general, este fue uno de los peores hoteles en los que me he alojado en mucho tiempo y, considerando el precio, fue terrible.",NEGATIVO,POSITIVO
327,sheraton,"¡El Sheraton Chicago Hotel and Towers es mi lugar favorito para hospedarme en Chicago! Viajo a Chicago muy a menudo para visitar a mi hijo, que se está entrenando para la Marina de los Estados Unidos. Hacen que cada estancia se sienta como unas vacaciones de lujo. La piscina cubierta y la sauna son increíbles y nunca tengo que perderme un entrenamiento porque el gimnasio está completamente equipado. Si cenas en el LB Bistro, debes probar los huevos benedictinos :) El personal es amable y los precios son muy razonables para un hotel de esta categoría.",POSITIVO,NEUTRAL
328,sheraton,"Me alojé en el Sheraton Chicago Hotel and Towers en diciembre del año pasado y tuve una de mis peores experiencias en un hotel. Primero, cuando fui a registrarme, el personal me ignoró por completo, fueron groseros y parecían tener mejores cosas que hacer que ayudarme a registrarme. Cuando llegué a mi habitación, en el piso 23, el La habitación estaba sucia y no la habían limpiado. Así que volví al vestíbulo y parecieron sentir que no era gran cosa y me dieron otra habitación. Volví a comprobar y la nueva habitación también estaba sucia. Había vello púbico en la cama y en el baño. Parecía que la criada solo entró en la habitación, recogió la basura e hizo la cama, pero no limpió. Todo lo que puedo decir es ¡Qué asco! En mi próxima visita al vestíbulo, el personal me dio la actitud de tener que trasladarme a otra habitación OTRA VEZ. Servicio al cliente extremadamente pobre y habitaciones asquerosas. Me sentí como si estuviera alojado en un motel de cucarachas de $30 la noche, no en el Sheraton de $250 la noche. Mi consejo es mantenerse alejado.",NEUTRAL,POSITIVO
329,sheraton,"Me hospedé en el hotel Sheraton Chicago para una reunión de negocios y tuve una experiencia absolutamente horrible. Cuando llegué, exhausta después de una serie de vuelos retrasados, me dijeron que mi habitación no estaba lista. No estaba lista a las 5 p. m., ¿es broma? Después de esperar en el vestíbulo durante 30 minutos, finalmente me llamaron al mostrador y me dijeron que mi habitación con cama tamaño king se había cambiado a una habitación con dos camas tamaño queen, bien, lo que fuera. Llegué a mi habitación y descargué todas mis maletas, pero descubrí que mi aire acondicionado no funcionaba. Llamé al mostrador y la recepcionista me dijo que estaban agotadas y que no había dónde trasladarme, pero que podía descontarme $20 de mi habitación. No se disculpó. Nada. Estoy exhausta y tengo que lidiar con mi habitación a más de 80 grados. Cuando fui a hacer el check out a la mañana siguiente, descubrí que nadie se había molestado en aplicar el descuento. Nuevamente, no me disculpé. Nunca recibí un servicio al cliente tan malo en mi vida y no volveré.",NEGATIVO,NEGATIVO
330,sheraton,"Me alojé en el Sheraton Chicago Hotel and Towers recientemente y quedé completamente insatisfecho. Cuando llegué, el empleado fue muy grosero con mi invitado y conmigo. Finalmente resolvimos todas nuestras cosas y nos dirigimos a nuestra habitación. Hay un río justo afuera y constantemente escuché pasar barcos. Mi baño era asqueroso y sin mencionar, muy pequeño. No tuve una experiencia muy agradable en el Sheraton Chicago Hotel and Towers.",NEUTRAL,POSITIVO
331,sheraton,"El Sheraton Chicago Hotel and Towers no es el hotel para personas que deseen disfrutar de una escapada relajante. Al entrar en este hotel uno tiene la impresión de que es un lugar cálido y acogedor. Un encuentro con el personal cambiará este punto de vista inmediatamente. la persona que nos ayudó no tenía mucho conocimiento de sus funciones y no brindó la atención general requerida o esperada. Todo en este hotel rezuma clase y sofisticación. La capacitación del personal debe realizarse de inmediato para que el aspecto elegante del hotel coincida con sus interacciones con los clientes. Estoy realmente decepcionado con el hecho de que mi estancia en este hotel fue tan deficiente como lo fue. Tenía muchas ganas de pasar una estancia maravillosa en su establecimiento. Espero que se resuelvan los problemas mencionados anteriormente. Sin embargo, no planeo volver a este hotel nuevamente.",POSITIVO,NEGATIVO
332,sheraton,"Recientemente fui huésped del Sheraton Chicago Hotel and Towers y quedé inmensamente insatisfecho. Llegué y encontré que habían ""perdido"" mi reserva. Me dijeron que estaban llenos a pesar de que había presentado mi copia de la confirmación de la reserva. Después de casi una hora de discutir con el recepcionista, finalmente pidió que interviniera el gerente del hotel. Él fue casi útil. Buscó en la base de datos y encontró que había una ""cancelación""; sin embargo, no era para el tipo de habitación que había reservado. Había pedido una suite porque me iba a quedar varios días en el hotel. Me dieron una caja con una cama dentro. No se disculparon por perder mi reserva y no ofrecieron ninguna compensación alternativa. Desafortunadamente, estaba en la ciudad para una conferencia y todos en el área estaban completamente llenos. No tuve más remedio que aceptar lo que me habían ofrecido. Acepté esto a regañadientes con la intención de comunicarme con la oficina corporativa y publicar mi reseña aquí. No te quedes en este hotel, NO te ayudarán en nada, incluso si fue su error.",NEGATIVO,NEGATIVO
333,sheraton,"Manténgase alejado de este hotel. Hace unos meses, mi esposa y yo decidimos salir y pasar un agradable fin de semana lejos de casa. Viendo diferentes opciones para este fin de semana decidimos ir con el Sheraton Chicago Hotel and Towers. Afirman ""Experimente lo extraordinario"" y esto sonaba genial. Cuando llegamos al hotel nos recibieron con la puerta de entrada cerrada y nadie para ayudarnos con las maletas. El recepcionista explicó que nuestra habitación aún no estaba lista y que debíamos ir al bar para tomar algunas bebidas complementarias. Después de esperar 2 horas por nuestra habitación finalmente podemos empezar a relajarnos. Bueno, al entrar a la habitación el olor de algo horrible es abrumador. La recepción nos informó que no había otras habitaciones y que traerían un poco de ambientador. Hicimos las maletas y nos dirigimos al hotel ""x"" y pudimos disfrutar de nuestro fin de semana mimado fuera de casa.",NEGATIVO,POSITIVO
334,sheraton,"El Sheraton Chicago Hotel and Towers era todo lo que se podía pedir en un hotel. Estaba meticulosamente limpio, muy ordenado, pero aun así perfectamente cálido y reconfortante. Las habitaciones son muy grandes y espaciosas, y las camas son tan suaves que ¡es como el paraíso! No probé el servicio de habitaciones, pero estoy seguro de que sería como todo lo demás... ¡Perfecto! El personal del hotel es muy amable. Había una vista espectacular desde mi habitación y contemplar la ciudad por la noche es muy mágico. Hay restaurantes a los que se puede acceder fácilmente desde el hotel, y recomiendo especialmente Shula's Steak House. En general, tuve una estancia fantástica en el Hotel Sheraton y sin duda me alojaría allí de nuevo.",POSITIVO,POSITIVO
335,sheraton,"El Sheraton Chicago Hotel and Towers es un magnífico hotel. El tamaño de las habitaciones y las vistas de la ciudad son fenomenales. Por la noche, la ciudad se ilumina y la vista es majestuosa. El hotel en sí y los empleados son maravillosos y vale la pena pagar por alojarse en un lugar así. Este hotel tiene mucho que ofrecer, una excelente comida y un fantástico gimnasio para aquellos a quienes realmente nos gusta mantenernos en forma sin importar lo que estemos haciendo. Mi esposa y yo acabamos de irnos hace poco y ya estamos planeando quedarnos allí en nuestro próximo viaje. Un gran aplauso para quienes dirigen ese lugar y nos ayudaron a disfrutar de nuestra estadía.",NEUTRAL,POSITIVO
336,sheraton,"El Sheraton Chicago Hotel and Towers es un buen lugar para hospedarse si necesita un lugar donde hospedarse rápidamente, pero ciertamente no ""supera las expectativas"" como se promociona en su sitio web. Su sistema Starpoints es algo complicado y no es útil para el viajero frecuente. ""Elegante pero no exigente"" es una exageración. La habitación estaba limpia, aunque la colcha de la cama estaba arrugada y la encimera del baño tenía agua que parecía como si no la hubieran limpiado desde el último huésped. Había muestras de loción para manos y champú, pero no de jabón. Al baño le faltaban dos toallas y fueron necesarias dos llamadas al servicio de limpieza para solucionarlo. ""Barato"" podría haber sido un mejor adjetivo. La salida fue simple y sin muchos problemas. En general, el Sheraton Chicago Hotel and Towers está bien en caso de apuro, pero la próxima vez investigaré un poco mejor los hoteles antes de tomar una decisión y reservar una habitación.",POSITIVO,NEGATIVO
337,sheraton,"No estaba completamente familiarizada con Chicago, pero necesitaba un lugar donde quedarme mientras mi esposo trabajaba allí durante unos días y elegimos el Sheraton Chicago Hotel and Towers basándonos únicamente en su sitio de Internet. ¡Vaya, tuve suerte! Este es un hermoso hotel con todas las comodidades que podría haber esperado, excelente comida y a poca distancia de varios lugares interesantes, incluido el Instituto de Arte de Chicago. Ashley, en el mostrador de conserjería, fue particularmente útil al guiar a un novato de Chicago a los mejores lugares para comer y ver. Recomendaré de todo corazón el Sheraton Chicago Hotel and Towers.",NEUTRAL,POSITIVO
338,sheraton,"Me sentí muy decepcionado con el Sheraton Chicago. Desde fuera parece un gran hotel, y supongo que el interior estaba bastante limpio, pero la decoración era muy aburrida y desaliñada, no era lo que esperaba cuando miré el sitio web. El personal de recepción fue bastante amable al principio, pero cuando pedí la contraseña de wifi me dijeron que tenía que pagar más. Quiero decir, vamos, estoy pagando más de 200 dólares por noche y ¿el wifi es EXTRA? La señora que nos atendió se puso un poco irritable al respecto y dijo que lo dice cuando haces la reserva. (Nota personal: no permita que su esposo reserve un hotel sin verificar primero qué servicios se ofrecen). Así que, de todos modos, las cosas empezaron con el pie izquierdo. Supongo que lo positivo de este hotel es la ubicación y la vista al lago (desde algunas de las habitaciones) y parece bastante seguro. Aparte de eso, no me impresionó el precio: me he alojado en hoteles de grandes ciudades por la mitad de precio que tenían mejor ropa de cama, un mejor restaurante, donde limpiaban tu habitación a una hora razonable (nos quedamos dos noches y No nos hicieron las camas ni nos cambiaron las toallas hasta casi las 5). Supongo que lo más desagradable fue el olor extraño, no a humedad per se, sino tal vez a los químicos que usan para tapar el olor a moho. En general parece que está en declive y el personal lo sabe, son un poco indiferentes. No me alojaría allí de nuevo.",POSITIVO,NEGATIVO
339,sheraton,"Me alojé en el Sheraton Chicago Hotel and Towers en un viaje reciente a Chicago y tuve una estancia estupenda. Las habitaciones eran preciosas, las camas cómodas y las vistas de la ciudad eran fantásticas. Mi habitación daba al río y a la ciudad. Me sentí como si estuviera en unas vacaciones de lujo. El hotel tiene algunos restaurantes diferentes. Comí en Chicago Burger Company, que estaba delicioso. Las hamburguesas estaban jugosas y los precios eran geniales. La piscina cubierta fue una excelente manera de relajarme y entretener a los niños entre actividades turísticas. En general, tuve una estancia maravillosa.",POSITIVO,POSITIVO
340,sofitel,"Necesitaba un lugar donde quedarme para una conferencia de negocios en Chicago. Si bien tiene un precio más alto, las reseñas en línea y las cuatro estrellas me convencieron. Es cierto que el hotel en sí es precioso, pero las apariencias engañan. Las imágenes en línea muestran hermosas sábanas blancas, pero las mías eran un poco grises. El restaurante (Cafe Des Architect) tenía comida increíble, así que eso fue una ventaja, pero el servicio fue horrible. ¡Tuve que esperar veinte minutos para tomar un vaso de agua! Mi control remoto no funcionaba para la televisión y el aire acondicionado hacía demasiado ruido. El hotel debía haber sido sede de una convención porque pude escuchar música durante toda la noche. El servicio de limpieza era bueno pero ocurría con poca frecuencia. Llamé dos veces para pedir más toallas limpias. Si quisiera este tipo de experiencia, me habría alojado en un hotel de gama baja. ¡Misma experiencia, menos dinero!",NEGATIVO,POSITIVO
