Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
7965,7965,"Las buenas vistas de la base fueron al hotel el fin de semana festivo de agosto de 2004 después de reservar por Internet con Expedia en el Reino Unido, condiciones de la habitación, sincero, nada malo. Lugar de las vistas de la base, habitación de hotel con vistas a la concurrida vía principal av Arago. Ruido considerable con doble acristalamiento. El aire significaba que no necesitaba ventanas abiertas. desgastado adecuado, ascensores, vestíbulo, habitación, problema de personas, lugar limpio y ordenado, depósito de equipaje, baños en la planta baja, necesita refrescarse antes del vuelo posterior a casa, bloques de puertas a la derecha, zona comercial/turística principal, bloques a la izquierda, sagrada familia, tren del aeropuerto que viene, passeig garcía sants, caminar por la estación del hotel, ven estación caminar colina hacia el interior pasando edificios famosos de guadi hasta av arago girar a la derecha 3-4 cuadras camino descrito en el tiempo, hotel a la izquierda, zona del hotel bastante segura incluida la noche no mendigos a diferencia de la plaza cataluña las ramblas, dificultades para caminar 3-4 cuadras a pie del centro cansado no hay problema, no encaja en el elevador para sillas de ruedas, es fácil tomar un taxi afuera del hotel, la gente perezosa simplemente tomó el paseo García en cuestión de minutos en metro, el boleto de viaje desde el metro es útil, tiene una muy buena relación calidad-precio, nada sofisticado, limpio, un poco como el novotel básico en el interior, no tengo quejas.",3,NEGATIVO,NEGATIVO,NEGATIVO
7973,7973,"excelente base noches de estancia marido hijo adolescente, habitación cómoda de buen tamaño, camas electrónicas realmente apreciadas lesiones, excepcionalmente limpio personal amable, desayuno bueno realmente apreciado horas 7.30 12, lástima que el bar cierra temprano mucho, ubicación excelente para caminar, coger el autobús turístico muy recomendable, me encantó el hotel de la ciudad ,",4,NEUTRAL,NEGATIVO,NEGATIVO
7976,7976,"Sí, me alojé en el hotel recientemente con una buena relación calidad-precio, limpio, cómodo, servido con un buen desayuno buffet variado, habitaciones cómodas, personal servicial. Sí, muchas obras en la carretera, el ruido afuera comenzó temprano en la mañana, no se molestó en ir a los lugares de interés de Barcelona, ​​experimentar la cultura, pasar tiempo en el hotel. Si desea un buen viaje de base limpio a Barcelona mira no,",4,NEGATIVO,NEGATIVO,NEGATIVO
7987,7987,"base barcelona a un precio razonable hotel extraño enfrente mientras que está ubicado en el centro del eixample lejos hoteles turísticos más caros, habitaciones modernas bien cuidadas instalaciones buen restaurante cena abierta desayuno, cerca plaza universitaria cataluna centro de exposiciones/convenciones elección 3 estaciones de metro 6 cuadras en dirección a la estación principal 10 minutos a pie probablemente más fácil taxi , habitaciones tranquilas y limpias, recomendado necesita quedarse con el presupuesto de la ciudad no le importa usar metro/taxi quedarse en lugares de interés turístico no a poca distancia, buenos restaurantes cerca colorido distrito del Eixample buenas compras/escena nocturna generación más joven,",4,NEGATIVO,NEGATIVO,NEGATIVO
8005,8005,"gran decepción hotel, recomendaciones de lectura libros de viaje del hotel habitación reservada semana, comprobado fui a la habitación no hay información de servicios para huéspedes televisión remota, fui al lobby preguntar servicio de habitaciones ninguno internet ninguno control remoto de televisión pagar 25 euros depósito costo de caja fuerte 1,50 euros día habitación con caja marrón usada barra de honor simplemente se puso de pie habitación, habitación deprimente y oscura, el marido caminó por la rambla, un hermoso hotel de 5 estrellas con capacidad para la semana, fotografías de Internet tomadas hace 30 años, no hace falta decir que no fue una manera agradable de comenzar la semana en Barcelona,",1,NEGATIVO,NEUTRAL,NEGATIVO
8007,8007,"mala elección, acaba de regresar de un breve descanso en el hotel nouvel barcelona como para compartir una mala experiencia, llegar al hotel limpio, acogedor, habitación pequeña, tranquila, limpia, hora afectada, sala de humo de cigarrillo, respiraderos de aire, fumadores ocasionales, olor a habitación de hotel realmente ofensivo, asfixia, queja, el personal solicitó que los ocupantes culpables se paren en la ventana humo, no hace falta decir que no alivió el problema mañana solicitada habitación diferente, tiempo asignado habitación con vista al callejón ventanas del hotel sin doble acristalamiento ruido ruido fuerte personal del hotel poniendo basura a las 3 a. m., cama doble pequeña ropa de cama incómoda estándar deficiente, especialmente almohadas, quejas personal del hotel inútil cambio de almohadas sin cortesía horrible, pasé 3 noches incómodas sin dormir en el hotel nouvel, regreso, gracia salvadora, ubicación conveniente, me alojé en hoteles económicos, habitaciones pequeñas en París, no vale el precio económico pagado, barcelona, ​​hermosa ciudad, excelente comida, compras, lástima, estadía mimada en el hotel nouvel,",1,NEGATIVO,NEGATIVO,NEGATIVO
8010,8010,"No me quedé 6 días hace años, prometí que el problema era una habitación pequeña, una cama, un baño lleno, una puerta pequeña y cerrada, puerta de la ducha, el hotel parece de época, carece de muchas áreas, habitaciones, ambiente de desayuno, personal de recepción amable, servicial, restaurantes, excelente ubicación, justo en el medio del barrio gótico.",1,NEGATIVO,NEUTRAL,NEGATIVO
8032,8032,"overbookings intención consciente fin de semana madre recientemente enviudada ausente fin de semana relajante octubre de 2005, la intención no ayudó al hotel preciados. Después de haber rastreado la red, incluida la revisión de Trip Advisor, garantice la mejor decisión sobre la estadía en el hotel en Madrid, decidió el hotel preciados, las revisiones principales de Trip Advisor son bastante buenas, preocupa que el hotel no acepte el punto de pago de la reserva. reservé directamente el sitio web del hotel confirmado llegó el cheque, el sitio web del hotel de reserva parece sin valor llegó al hotel el viernes a las 10:30 p. m. problema informado 2 habitaciones asignadas, tratando de trabajar no informado problema salió de los datos de contacto del hotel en el Reino Unido alternativas buscadas, aparece la política de sobreventa de habitaciones las habitaciones asignadas vienen atendidas, no llegan lotería de confianza anticipada confiar hotel preciados alternativa de reemplazo, revisión de oportunidad hoteles alternativos tarifas de habitaciones no disponibles recepción permanente reclamos de hotel no se recomiendan habitaciones reserva alternativa de hotel, 10:30 pm viernes por la noche increíblemente ocupado 3 eventos deportivos importantes madrid open golf madrid masters tenis derbi madrileño fútbol pocas opciones acepto reserva hotel, informado bienvenido regreso hotel preciados sabado noche, no hay habitacion viernes noche, sobra decir dinero no estuvo bien viernes noche no iban a ayudar hotel preciados ocupando habitaciones sabado, habiendo aceptado alternativa ofrecida hotel caminó reemplazo botones hotel 5-10 minutos andando calles madrid .Estoy ansioso por reservar directamente hotel preciados consciente de terminar quedarme en madrid, madrid ciudad maravillosa alojamiento alternativo satisfactorio felizmente regresaré a madrid definitivamente no perder tiempo dinero intentando quedarme en hotel preciados,",1,NEGATIVO,NEUTRAL,NEGATIVO
8038,8038,"no merece calificación de 3 estrellas lugar terrible baño pequeña habitación seca moho negro ducha agua goteada tardó 4 minutos agua caliente, humo de cigarrillo saliendo aire acondicionado ventilación control remoto de televisión roto sin persianas cortinas ventanas contraventanas sin secador de pelo no hay canales de televisión de habla inglesa cama Almohadas como tablas, el ascensor no funcionaba. Hay mejores hoteles en Florencia, precio pagado, ubicación,",1,NEGATIVO,NEGATIVO,NEGATIVO
8045,8045,"terrible hotel 1 2 estrellas, evite el hotel, las habitaciones no están limpias y son viejas, el piso cuando camina chirría terriblemente, los alrededores no son seguros, el desayuno extraño es limitado, definitivamente no es un 3 estrellas, no recomiendo el hotel, creo,",1,NEGATIVO,NEGATIVO,NEGATIVO
8046,8046,"basurero, lugar basurero, ventanas increíblemente ruidosas cerradas sin dormir, viajes cortos en días cortos, personal extremadamente grosero, inodoro situado con las piernas literalmente escondidas, lavabo sentado de lado, olía a orina, aire acondicionado funcionaba mal, no abría las ventanas, asfixiante, ciudad deteriorada y sórdida, Lo bueno es la lavandería de la esquina de la calle Trattoria excelente, no lo recomiendo, punto bajo del viaje del mes a Italia,",1,NEGATIVO,NEUTRAL,NEGATIVO
8047,8047,"Evite el lugar donde se hospedó en el hotel Basilea, octubre de 2004, base de revisión favorable, guía de Rick Steves, sugerencia de habitación reservada en la parte trasera del hotel, calle alejada, gran error, el hotel da al ruido del patio, edificios de apartamentos vecinos, ventana extremadamente cercana que lo mantuvo despierto por la noche, la ventana cerrada no sirvió de mucho, mucho ruido para los huéspedes. hotel, aparentemente el lugar atrae a juerguistas borrachos disfrutan de congregarse en el salón contando ruidosamente las hazañas de ir de bar en horas de la madrugada, preguntaron que no sirvió, habitación pequeña el aire acondicionado no funciona, no hay bañera con ducha, desayuno buffet poco limitado comida de calidad promedio mejor, experiencia básica experiencia similar hotel roma recomiendo no tomar las recomendaciones de la guía al pie de la letra,",2,NEGATIVO,NEGATIVO,NEGATIVO
8070,8070,"definitivamente no es el peor hotel, se ha quedado viejo y cutre, a pesar de que las fotos parecen, el ascensor es muy pequeño, muy viejo, la habitación está bien, sin extras, el armario de la cama no tiene caja fuerte ni secador de pelo, el baño privado tiene una pequeña ducha muy vieja, el gerente es totalmente grosero, definitivamente le dice a la gente que no se quede, está mal escrito reseña no exigente simplemente hotel realmente malo,",1,NEGATIVO,NEUTRAL,NEGATIVO
8074,8074,"habitaciones sin aire acondicionado, no subestimar, el hotel no funciona con aire acondicionado, viajando 2 parejas en las habitaciones hace calor, las fotos del sitio web reflejan una habitación de hotel costosa, las habitaciones son viejas y anticuadas, el área del bar en el exterior no hace que la estadía sea cómoda, el precio no es una buena relación calidad-precio,",1,NEGATIVO,NEUTRAL,NEGATIVO
8079,8079,"bien, alojamiento, ubicación incómoda, el hotel londra proporcionó alojamiento razonable, hotel de 3 estrellas, áreas comunes, sala de desayuno, bar, patio, habitaciones encantadoras, falla, la habitación mostrada, el sexto piso, parecía una mala habitación de motel de principios de los 80, le dijeron al botones, habitación reservada, balcón, intenté convencer a subir por la ventana, balcón compartido afuera, afortunadamente impresión de la reserva especificando las fotos del balcón pagadas sitio web solicitado reubicado recientemente renovado mejor, habitaciones 2.º 3.º piso, el hotel no proporciona planchas los huéspedes usan artículos enviados horas con cargo adicional por supuesto. Alojamiento en general áreas comunes limpias servicio encantador mediocre experimentado Italia, elija estadía viaje más cerca del centro de Florencia ,",3,NEGATIVO,NEGATIVO,NEGATIVO
8116,8116,"no reservar hotel 5-6 meses, llegó descrito sitio de construcción, mordisqueado molido preguntó al constructor yendo dirigido a recepción cascos suministrados lugar peligrosamente abandonado abajo gerente del hotel bolsa de asiento cemento, gerente explicó remodelaciones iba recordado dijo nada teléfono pedido del día anterior, fue a informar al apartamento calles disponibles expresaron su total decepción viajando un bebé de siete meses 4 adultos cansados ​​tomaron las llaves, el apartamento se describe a continuación:1. tramos escaleras ascensor.2, el cochecito de bebé no encajaba en un ascensor pequeño, la persona caminaba en el carrito de vuelo.3, el sistema eléctrico de la puerta de la cocina estaba cerrado con candado, los límites de la cocina eran defectuosos, no había forma de alimentar al bebé.4, la gerencia, en ocasiones bastante agresiva, se quejó, 5. se le dieron vales de desayuno, un pequeño café debajo El puesto de desayuno en el hotel, sentarse en la mesa, conlleva un cargo, noches de desorden después de haber comprado una tetera, hacer botellas, motivo por el cual se reservó la terraza de la azotea del hotel. Se planearon 5 noches maravillosas bebiendo vino, vistas impresionantes, una hermosa oferta de la ciudad, en lugar de un apartamento destartalado atascado, se describió un buen día mediocre, recibí la noche gratis. disculpa muy insatisfactoria,",1,NEGATIVO,NEGATIVO,NEGATIVO
8131,8131,"Palabra terrible, hotel excelente ubicación en el centro de Florencia, a poca distancia de tiendas, atracciones, las fotos reservadas de Expedia se veían bien respaldadas, buenas críticas, experiencia diferente, áreas públicas, la habitación bonita, pequeña, parecía de 1920, no significa que sea agradable, necesita renovación, pintura, paredes, muebles desconchados, ca n' t baño palabra horrible, día de salida del hotel 1 tarde regreso a la habitación sin servicio, pedí toallas en la recepción, habitación sin servicio, eso no se hizo con los viejos, desayuno, buena selección, habitación de estilo continental, gente pequeña aplastada, no recomiendo el hotel, elija mejor Florencia ,",1,NEGATIVO,NEGATIVO,NEGATIVO
8140,8140,"no vale dinero, hotel reservado orto medici leyendo el libro de viajes de karen brown, recepcionista grosero e inútil, sábanas manchadas, pintura del baño descascarada, aire acondicionado inadecuado, ubicación del hotel en el barrio residencial resultó insatisfactoria, proceso de primer plano del desayuno en la cama del hotel, noche ruidosa y perturbadora, No puedo dormir, el desayuno servido no es de calibre 3 estrellas, el precio de la noche es de 260 euros, muy caro, las noches de estancia que dejé, el hotel ofreció una oferta especial para pagar las noches de estadía, la tarifa por noche equivalía a 190 euros, la salida solicitada paga la tarifa de 190 euros, insatisfacción con el hotel, solicitud denegada, El empleado de caja procesó la solicitud y luego denegó a los propietarios el área del vestíbulo del hotel, plenamente consciente de las quejas y no dispuesto a dar cabida a una solicitud razonable, pagar una tarifa de 190 euros, apaciguado, treinta años de viajes por todo el mundo cambiaron de hotel veces anteriormente ~ París, Nueva York, hotel con un servicio de calidad muy caro, enviando una reseña. editoriales hoteleras libros de viajes karen brown,",1,NEGATIVO,NEUTRAL,NEGATIVO
8157,8157,"lástima excelentes críticas, elegí el hotel maravillosas críticas tripadvisor realmente emocionado visitar París, la llegada dijo que la habitación no estaba disponible niño enfermo escuchó mala suerte, camino del hotel, terminó muy afortunado relais bosquet habitación superior enorme a diferencia de cadran desayuno gratis no servicio de cadran ejemplar, sospechoso se mudó preparado pago , no es una buena práctica extremadamente molesta,",1,NEGATIVO,POSITIVO,NEGATIVO
8172,8172,"horrible crisis de servicio al cliente se quedó en du cadran noches totalmente adecuadas, habitación minúscula servicio al cliente inconsistente mejor pastel de glaseado salida por la mañana mini caja fuerte no abierta finalmente el hombre llegó a la habitación amoladora angular recuperar pertenencias, minutos de espera pasaportes artículos personales rescatados encuentros extremadamente insatisfactorios el personal de recepción atribuyó inconvenientes, las pertenencias sufrieron daños significativos los intentos del trabajador de cortar la minicaja de seguridad el personal de recepción abierto se negó a reconocer mantener no fue culpa. La mañana se volvió un fiasco horrible, no el personal del hotel asumió la responsabilidad ocurrió pidió hablar cargo contacto directo con el gerente del hotel convenientemente no disponible personal no se puso en contacto en nombre, situación denigrada situación hostil resultó en casi pérdida del avión. vuelvo experiencia de hotel empañada unas vacaciones agradables,",1,NEGATIVO,NEGATIVO,NEGATIVO
8222,8222,"El engaño del robo del hotel acaba de recibir una estadía en el hotel Langlois, una experiencia miserable, se siente compartida con los viajeros, la habitación del hotel fue robada, la estadía en el hotel fue manejada mal, el guardarropa fue robado, el viaje incluye artículos de marcas de lujo que no necesariamente son seguros, los artículos comprados en el viaje a París, incluidos bolsos de lujo, calzado, el robo tuvo lugar el día salida, investigación de asunto no compensado día de pérdida como estadía costosa hotel de 2 estrellas factor de pérdida sin mencionar el factor de estrés, mantenerse alejado significa, recapitular el incidente de robo en el hotel entró en la habitación noche desordenada se dio cuenta de que faltaba la habitación, llamó a la recepción informó al gerente, el gerente se disculpó y le dijo que compensara el robo, dijo como informar a las autoridades hacer una declaración oficial policía, el gerente dijo innecesario preguntó hacer una lista de artículos robados, preguntó al gerente entradas limpieza de la habitación dijo ninguno, el personal del hotel dijo más tarde entró a la habitación limpieza se fue llegó, desconcertado, día proporcionado gerente valor total bienes faltantes procedió al banco más cercano vino copiar mensaje rápido x euros valor total artículos robados que muestran la cuenta bancaria transferida sin permitir argumentos descontento, caso resuelto cerrado, el día voló a Londres aliviado, el gerente volvió a casa retiró el dinero informando al banco, dijo el trato a la compañía de seguros, el gerente del hotel dijo el incidente en el momento en que la policía emitió una declaración oficial innecesaria ninguna posición recupera el valor total de los bienes compañía de seguros, comienzo equivocado, el gerente del hotel no proporcionó recibo bancario que muestre x euros transferidos el día de la cuenta se acercó a un funcionario profesional, fue asaltado y luego engañó a la gerencia del hotel, enfrentó un tremendo estrés al lidiar con la situación de robo del hotel, la situación de la gerencia del hotel fue un incidente estresante, quedarse lejos significa, vacaciones significaba traer paz, no estrés,",1,NEGATIVO,NEGATIVO,NEGATIVO
8229,8229,"Las expectativas se basaron en el hotel, las reseñas del sitio decepcionaron al hotel, la vieja noche de sueño espeluznante porque el ruido de las habitaciones vecinas es terrible, la cama pequeña y vieja. Este hotel paga barato,",2,NEGATIVO,NEGATIVO,NEGATIVO
8247,8247,"Mala vista Habitación pequeña Acabo de regresar Viaje París Me alojé en el hotel Brighton Leí críticas Sorprendida Habitación dada, los detalles de la reserva indicaron Habitación doble superior Tengo habitación con cama doble, Le dijeron que la habitación recientemente renovada No estoy en desacuerdo Parecía nueva, Vista de la ventana Patio horrible Apareció basura en el vecindario, el segundo día fui a desayunar poca comida sin platos comida sin mesas limpias, pedí cafés esperando 30 minutos habitación decidida, no quedarme en el hotel,",2,NEGATIVO,NEGATIVO,NEGATIVO
8249,8249,"Un hogar lejos de casa, acabo de hacer un maravilloso viaje a París, mi novio se hospedó en el hotel Brighton. Me encantó, me quedé 101. Habitación renovada, limpia, baño de buen tamaño, área separada, puerta del inodoro, limpieza de la habitación todos los días, me encantó, muy limpia, habitación con vista estupenda, balcón horrible, no arruinó el viaje, no. Habitación, solicitud de tiempo, vista a la habitación, jardín de las Tullerías, personal excelente. Muy amable, servicial, ayuda realmente apreciada, área del hotel excelente, muchas tiendas, lugares para comer, me encantó, metro de las Tullerías en la calle derecha, lugar recomendado, hotel encantador, gracias al hotel Brighton.",4,NEGATIVO,NEGATIVO,NEGATIVO
8300,8300,"Visto días mejores, revisé el lugar del hotel, la conferencia, buenas instalaciones para conferencias, el hotel de 4 estrellas admite que es difícil de alcanzar, las habitaciones pequeñas y anticuadas necesitan una renovación, los pasillos oscuros con olor a humedad, como los ascensores del hotel de calibre no actualizados, el edificio construido hizo 70 ruidos de preocupación, no tenía confianza. No me impresionó, no. manera de esperar que los delegados de la reunión se queden, mire el área del desayuno, el almuerzo y el buffet, un área grande y agradable, la comida no parecía apetecible. Cancelo la reserva,",1,NEGATIVO,NEUTRAL,NEGATIVO
8320,8320,"no quedarse en el hotel, hija, despedida de soltera, fin de semana 18 chicas de 15 51 años con ganas de viajar, consiguió hotel, la vida se conoció grosera y desagradable, no se aceptan vales de hotel, se tomaron fotocopias, pasaportes, tarjetas de crédito, pérdida de identidad, fraude, ven. Las habitaciones son bastante bonitas, hotel atascado, calor sofocante, 3 personas, habitación atascada significaba 2 baños sin columpio para gatos. Bloquearon 1 habitación, no aceptan vales de hotel con prueba pagada, las tarjetas de acceso apenas funcionaban, el personal quería volver a escanearlas. El personal nunca fue seguro dijo que los ladrones de fácil apertura las copiaron. No pregunte al personal de recepción. pedir taxi no. No preguntes mini-bar, dile al supermercado. Desayuno hotel de 4* cereales horribles tocino crudo huevos mocosos croisants suerte. No esperes 4* definitivamente 2*. Oh bar abierto. El buen punto central. Lo siento, buen punto grandioso. hotel barcino bastante hey ho.no te quedes estropeando las vacaciones,",1,NEGATIVO,NEUTRAL,NEGATIVO
8322,8322,"Decepcionante ubicación de calidad positiva, el precio del lugar falla en el nivel, pésimo servicio, habitación nada especial, habitación aburrida, la peor noche me pidieron recomendaciones de restaurante en el escritorio, el lugar fue terrible, recibí recomendaciones, un amigo local me pidió que reservara el hotel, los restaurantes terminaron, el hotel fantástico dijo que el restaurante no era bueno, probé recomendaciones,",1,NEGATIVO,NEGATIVO,NEGATIVO
8337,8337,"horrible horrible, apareció obra en construcción llegada vagabundos en general personas sin hogar perros cuerdas viviendo cuadrado cerca del hotel teniendo fiesta, wifi wifi, no funcionaba señal del hotel baja preguntó a la persona de recepción presionando botones no sabía, paredes espantosamente, ligeramente preocupante escuchar hablar alemán mientras te duchabas desayuno basura, café agua caliente frijol agitado, habitación estándar en general no muy buena bastante básica,",1,NEGATIVO,NEGATIVO,NEGATIVO
8344,8344,"Odié el mal olor del pozo, terminó el viaje a España, Barcelona, ​​Sevilla, Granada, Barcelona, ​​noche en el hotel Laietana Palace, viaje planeado, regalo de cumpleaños para mi marido. Este palacio es un pozo miserable y maloliente, el personal del check-in es grosero, pedí hablar al gerente, le entregué una reseña interna del hotel, probablemente la tiraron. Cuando pregunté por el desayuno temprano, el vuelo temprano a Nueva York me informaron que no me acomodarían, pagué la tarifa de la habitación con desayuno americano, pedí café, tostadas, un trozo de pastel, no me ofrecieron nada, solo los ascensores funcionaban, tardé 10 minutos en llegar a la habitación. La habitación era pequeña y polvorienta, me proporcionaron toallas de baño, no me proporcionaron toallas de baño, no mencioné que faltaba un grifo de agua caliente. La descripción del hotel contraria no tenía aire acondicionado, el hotel encendió el aire acondicionado en todo el edificio, excepto el personal en las áreas comunes, la temperatura era de 70 grados por la noche, la ventana abierta tenía un poco de aire, el aire de la alcantarilla olía a agua, el viejo estaba cerca del castillo, el ruido de la calle era de 4:00, dormí, el viaje de regreso a casa en avión, supongo que el hotel se renovó recientemente, desafortunadamente las alfombras estaban rotas, el papel tapiz estaba polvoriento y se desvaneció, me pregunto si me quedaría en el hotel, recomiendo no quedarse en el hotel también. Espero que ayude, nota del viaje iniciado, noches en el hotel Meridian de Barcelona, ​​las Ramblas, el hotel es más lindo, más nuevo, más limpio Mejor experiencia en Meridian, me encantó el magnífico hotel Alahambra de Granada, limpio y bien, no son hoteles en Granada, no odié España, simplemente odié el hotel Laietana Palace. Todos deben evitar los hoteles y solucionar los problemas antes mencionados.",1,NEGATIVO,NEGATIVO,NEGATIVO
8349,8349,"armario hotel palacio laietana, 200 euros__Ç_é_ noche, mejor bien, la pista vino caras anodinas escritorio, ascensor no niveló tropezó escalón, vestíbulo mal iluminado ciertamente medio lumen usado marketing fotos tomadas, coloración recordaba elecciones de estilo soviético, presentes acuarelas mediterráneas que no ocultan muertos artista decorado, el ascensor comenzó a sonar, metro, wow 3 minutos, 5 2 pm, habitación 403. puerta abierta, cama, suave y anodina extensión plana grisácea, no__Ç_é_ medida, oye bajo, solo habitación equipada, digamos, cama 2 4 lados máximo 2 pies, espacio pies extremo sostener minibar silla mesa tv internet hub menú comentarios vale muy bien apilado, necesita calificación de 4 estrellas. el baño equipado ciego instituto remoto india visto peor mármol azulejos plomería carpintería probablemente tiempo reemplazado kit de baño tiempo de construcción, hongos, viaje cansado se duchó, alternativamente hizo un calor ardiendo, helado, no, las regulaciones de flujo requieren un plano de planta, la puerta miró la habitación, el pasillo del ascensor, las habitaciones incluyen camas, ajá, la habitación para una sola persona se convirtió en doble, la decisión de la gerencia gritó el escritorio ganó__Ç_é_ trabajo, solo sentí el dedo medio en la cara del gerente/propietario del hotel, pasando ascensor vio el plano del piso solo me preguntaba dejé los detalles de la habitación, sabía, caras sonrientes, la esposa reservó el viaje realmente me encanta, supuse que hizo estafas de salvaguardia de 4 estrellas__Ç, no hubo suerte, decidió no estropear las vacaciones, tomó como lo hizo el hombre y su esposa, se arriesgó a tomar fotos confiables, escribir, Decidió que el personal del hotel no patear el lugar duele, críticas. Sótano de desayuno, sin luz natural, tubos de solaz escuchados, color horrible, lugar deprimente, remaches de vigas en H recubiertos de plástico, remaches de vigas en H que parecían una manguera de alimentación de alta presión, una máquina de extrusión de plástico rota, solo un operador tomando una siesta. , concedido desayuno bien. laietana__Ç, carretera hotel residía arterias principales barcelona, ​​6 carriles terminando el tráfico, nivel 4 tapones de sonido dormir prácticamente imposible, evitó fácil vidrio de doble capa, probablemente caro, lo bueno es ubicarlo__Ç_é_ ubicación, está__Ç_é_ cerca decidió girar percance fortuna, dio lujo saltando barrio haciendo detallado planificación, a pesar de que barcelona es un lugar agradable, como mejor nueva york, parís, londres, belleza, limpieza, sol agradable, buena comida, revisión de 10 huéspedes potenciales i__Ç_éêl cabeza risueña, pajarito supongo que nosotros__Ç_éÈe señor gerente del hotel,",1,NEGATIVO,NEGATIVO,NEGATIVO
8364,8364,"buena experiencia en un viaje reciente a París, hoteles de negocios fuera del centro de la ciudad, hotel de viaje terminado, residencia, experiencia foch, hotel tipo boutique, hoteles con estilos completamente diferentes, no puedo decir que el hotel se compare similar, intente explicar los hechos, experiencia, diferentes opciones de metro/tren cercanas, ninguna particularmente cercana largo día de turismo, es decir, caminar en fila, habitación más bonita, un poco más rápido, zona segura, tranquila, residencial, cafeterías, un pequeño mercado de comestibles es útil, no quiero gastar fortuna en comida, a poca distancia a pie, Arco del Triunfo, Campos Elíseos, terreno plano de una milla, ubicación para caminar, ventajas y desventajas, personal amable del hotel. Se habla inglés, habitación pequeña 60 ubicada en el ascensor, es difícil dormir, ver imágenes similares que se muestran, la habitación necesita una actualización y/o retoques básicos, nada horrible que se pueda arreglar fácilmente, desayuno buffet refrescante, venga a reservar en la habitación, se sugiere tarjeta de crédito, solo consulte en el mostrador, asuma la reserva, se anota el desayuno gratis , no es lo mejor, ciertamente no es terrible, precio sólido considerando las calles de París, hoteles boutique llenos de basura, creo que pasamos poca ubicación central, una experiencia boutique de habitación estándar ligeramente mejor.",3,NEGATIVO,NEGATIVO,NEGATIVO
8390,8390,"excelente ubicación pernoctación cero 90 personas regulares trabajaron perfectamente proximidad al centro de Boston, bloque Boston Common caminata fácil Quincy Market recorrido a pie por la línea roja casa de Paul Revere antigua iglesia del norte, mejor distancia a pie Boston Little Italy excelentes restaurantes, personal amigable brisa de registro, direcciones mapas proporcionados con prontitud, solicitud, habitación amplia, baño agradable, queja de habitaciones de hotel con poca iluminación, estadía excelente, recomiendo cero, personal excepcional,",4,NEUTRAL,NEGATIVO,NEGATIVO
8401,8401,"elimine cero, pasó mucho tiempo en buenos hoteles boutique, cero, el peor hotel hasta.",1,NEUTRAL,NEUTRAL,NEGATIVO
8417,8417,"No se moleste en viajar a Francia, Italia, Grecia, después de la conferencia en Atenas, diga que duda del peor hotel en el que se hospedó, tenga cuidado: no confunda House Liberty, un hotel totalmente diferente, pagó el precio, aunque está ubicado en el centro, ese es el hotel final positivo, el personal es inútil, la habitación es promedio, el baño es deficiente, la ropa de cama es una vergüenza absoluta. las toallas se cambiaron 3 días, se indicó que incluía pastelería pequeña, cafetería, snack bar en la carretera, oficina cerrada con letrero a las 5:00 p. m., problemas con el personal de la oficina: teléfono del hotel dentro de la oficina, mucho tiempo, varios aspectos negativos con respecto al hotel, no me arrepiento,",1,NEGATIVO,NEUTRAL,NEGATIVO
8418,8418,"horribles transacciones ilegales con tarjeta de crédito. No reserve el hotel. No reserve los datos de la tarjeta de crédito. Este hotel no se parece en nada a las fotografías, ni a la habitación doble. No reserve camas. La habitación huele mal. Baño oscuro. Pequeño. Increíble. Desayuno preenvasado. Pastel de galletas rotas. Café frío. Zumo de naranja falso. peor cargo noches no hospedadas, reservé 7 noches me quedé 1 noche a regañadientes tarde, se quejó de que la habitación no estaba reservada, se le dio una habitación doble en lugar de una doble, no se le dio una habitación alternativa, pagó la noche en efectivo, se le dio el recibo, acabo de regresar a casa hoy, se cobraron 6 noches adicionales con tarjeta de crédito, una buena manera de terminar las vacaciones de Pascua , disputa con el agente de reservas de Mastercard, aparece reseñas, no reservas de hotel, viajó por todo el mundo con una mala experiencia, oh, no te molestes en quedarte en Pisa horrible,",1,NEGATIVO,NEGATIVO,NEGATIVO
8419,8419,"peor hotel hospedado, hotel deprimido, escaleras grandes sin ascensor, el vestíbulo no se parece en nada al anuncio en línea del hotel en la foto del vestíbulo, no es agradable, la peor habitación, era una celda pequeña, una cama pequeña, una silla pequeña, un armario, ropa, una mesa pequeña, la habitación más pequeña vista, olía En realidad, es malo, el ambientador de aire, el borde de la ventana, lo atestigua, la vista del edificio recordaba a la peor vivienda de la ciudad de Nueva York, el baño era pequeño, la habitación estaba sucia, los pelos no eran sábanas de colcha, el lugar literalmente daba escalofríos, inmediatamente fui al hotel, me quedé, descanse, visite Florencia, 6 noches adicionales de estadía, pierda dinero. , No recomiendo el lugar por la razón, un joven positivo dirige el lugar, un tipo realmente agradable, servicial para conseguir la reserva, llegó la academia, dio la tierra, honestamente, el lugar está sucio y rechoncho, oh, ofrece desayuno, trae habitación, aparentemente no hay habitación para comer, seguí imaginando recibir pan, agua, habitación. como una pequeña celda, no hace falta decir que no se quedó desayunando como,",1,NEGATIVO,NEUTRAL,NEGATIVO
